abhimantheti	"abhi + manth + e" "crushes; churns; agitates."
abhimanthi	"aor. of abhimanthati" "crushed; churned; agitated."
abhimanthita	"pp. of abhimanthati" "crushed; churned; agitated."
abhimata	"pp. of abhimaññati" "intended; wished for."
abhimaṅgala	"adj." "lucky; auspicious."
abhimukha	"adj." "facing; present; face to face with. (m.), the front."
abhimukhaṁ	"adv." "towards."
abhimāna	"m." "self-respect."
abhinadati	"abhi + nad + a" "resounds."
abhinadi	"aor. of abhinadati" "resounded." "abhinadī = one who rejoices; enjoying."
abhinadita	"pp. of abhinadati" "resounded. (nt.), the noise" "abhinādita (pp. of abhinadati), resounded with."
abhinamati	"abhi + nam + a" "bends; bows down."
abhinami	"aor. of abhinamati" "bent; bowed down."
abhinandana	"nt." "rejoicing; delight."
abhinandati	"abhi + nand + a" "rejoices at; finds pleasure in; approves of."
abhinandi	"aor. of abhinandati" "rejoiced at." "abhinandī (adj.), one who rejoices; enjoying."
abhinandita	"(pp. of abhinandati), nt." "an object of pleasure."
abhinata	"pp. of abhinamati" "bent; bowed down to."
abhinava	"adj." "new; fresh."
abhinayana	"nt." "1. bringing to; 2. inquiry."
abhinibbatta	"pp. of abhinibbatteti" "reproduced; reborn."
abhinibbattana	"nt." "birth; becoming."
abhinibbattesi	"aor. of abhinibbatteti" "reproduced; brought into existence."
abhinibbatteti	"abhi + ni + vat + e" "reproduces; brings into existence."
abhinibbatti	"f." "birth; becoming."
abhinibbidā	"f." "disgust with the world."
abhinibbuta	"adj." "perfectly calmed."
abhinikkhamana	"nt." "renunciation; retirement from the household life."
abhinikkhamati	"abhi + ni + kam + a" "goes forth from; retires from the world."
abhinikkhami	"aor. of abhinikkhamati" "went forth from; retired from the world."
abhinikkhamma	"abs. of abhinikkhamati" "having gone forth from; having retired form the world."
abhinikkhanta	"pp. of abhinikkhamati" "gone forth from; retired from the world."
abhinikkhipana	"nt." "putting down."
abhinikkhipati	"abhi + ni + khip + a" "lays down."
abhinikkhipi	"aor. of abhinikkhipati" "laid down."
abhinikkhitta	"pp. of abhinikkhipati" "laid down."
abhinikūjita	"adj." "resounded with (the song of birds)."
abhinimmita	"pp. of abhinimmiṇāti" "created; produced; made."
abhinimmiṇi	"aor. of abhinimmiṇāti" "created; produced; made."
abhinimmiṇāti	"abhi + ni + mā + ṇā" "creates; produces; makes."
abhinipajjati	"abhi + ni + pad + ya" "lies down on."
abhinipajji	"aor. of abhinipajjati" "lay down on."
abhinipanna	"pp. of abhinipajjati" "lain down on."
abhinipatati	"abhi + ni + pat + a" "falls down; to rush on."
abhinipati	"aor. of abhinipatati" "fell down; rushed on." "abhinipātī (adj.), falling on."
abhinipphajjati	"abhi + ni + pad + ya" "becomes accomplished."
abhinipphajji	"aor. of abhinipphajjati" "became accomplished."
abhinipphanna	"pp. of abhinipphajjati" "become accomplished."
abhinipphatti	"f." "production; accomplishment."
abhinipphādesi	"aor. of abhinipphādeti" "produced; brought into existence."
abhinipphādeti	"abhi + ni + pad + e" "produces; brings into existence."
abhinipphādita	"pp. of abhinipphādeti" "produced; accomplished."
abhinippīḷeti	"abhi + ni + pīḷ + e" "oppresses or crushes thoroughly."
abhinipāta	"m." "falling against; rushing on; attacking."
abhiniropana	"n." "fixing upon; application."
abhiniropesi	"aor. of abhiniropeti" "implanted."
abhiniropeti	"abhi + ni + rup + e" "implants."
abhiniropita	"pp. of abhiniropeti" "implanted."
abhinisinna	"pp. of abhinisīdati" "sat near."
abhinissaṭa	"pp. of abhinissarati" "escaped or removed from."
abhinisīdati	"abhi + ni + sad + a" "sits near."
abhinisīdi	"aor. of abhinisīdati" "sat near."
abhinitana	"nt." "falling against; rushing on; attacking."
abhinivesa	"m." "inclination; tendency."
abhinivisati	"abhi + ni + vis + a" "clings to; adheres."
abhinivisi	"aor. of abhinivisati" "clinged to; adhered."
abhiniviṭṭha	"pp. of abhinivisati" "attached to; clinging to."
abhinīharati	"abhi + ni + har + a" "takes out; directs to; aspires."
abhinīhari	"aor. of abhinīharati" "took out; directed to; aspired."
abhinīhaṭa	"pp. of abhiniharati" "taken out."
abhinīhāra	"m." "taking out; aspiration; resolution."
abhinīta	"pp. of abhineti" "brought to."
abhipatthesi	"aor. of abhipattheti" "longed or hoped for."
abhipattheti	"abhi + path + e" "longs or hopes for."
abhipatthita	"pp. of abhipattheti" "longed or hoped for."
abhippakiṇṇa	"pp. of abhippakirati" "completely strewn with."
abhippamodati	"abhi + p + mud + a" "rejoices; satisfies."
abhippamodi	"aor. of abhippamodati" "rejoiced; satisfied."
abhippamodita	"pp. of abhippamodati" "rejoiced; satisfied."
abhippasanna	"pp. of abhippasīdati" "having faith in; devoted to."
abhippasāda	"m." "faith; devotion."
abhippasāresi	"aor. of abhippasāreti" "stretched out."
abhippasāreti	"abhi + pa + sar + e" "stretches out."
abhippasīdati	"abhi + pa + sad + a" "has faith in; devotes."
abhippasīdi	"aor. of abhippasīdati" "had faith in; devoted; devote."
abhipālesi	"aor. of abhipāleti" "protected; preserved."
abhipāleti	"abhi + pāl + e" "protects; preserves."
abhipālita	"pp. of abhipāleti" "protected; preserved."
abhipīḷesi	"aor. of abhipīḷeti" "oppressed; squeezed."
abhipīḷeti	"abhi + pīḷ + e" "oppresses; squeezes."
abhipīḷita	"pp. of abhipīḷeti" "oppressed; squeezed."
abhipūrati	"abhi + pūr + a" "becomes full."
abhipūri	"aor. of abhipūrati" "became full."
abhipūrita	"pp. of abhipūrati" "become full."
abhiraddha	"pp. of abhi + rādh" "of satisfied; propitiated."
abhiraddhi	"f." "satisfaction"
abhirakkhana	"nt." "protection."
abhirakkhati	"abhi + rakkh + a" "protects."
abhirakkhi	"aor. of abhirakkhati" "protected."
abhirakkhā	"f." "protection."
abhiramana	"nt." "enjoyment; sport."
abhiramanta	"pr.p. of abhiramati" "enjoying."
abhiramati	"abhi + ram + a" "enjoys; finds pleasure in."
abhirami	"aor. of abhiramati" "enjoyed; found pleasure in."
abhiramāpesi	"aor. of abhiramāpeti" "caused one to take pleasure."
abhiramāpeti	"abhi + ram + āpe" "causes one to take pleasure."
abhirata	"pp. of abhiramati" "fond of; indulging in."
abhirati	"f." "delight; contentment."
abhiroceti	"abhi + ruch + e" "likes; finds delight in."
abhiruci	"f." "wish; longing."
abhirucira	"adj." "much pleasing; very beautiful."
abhirucita	"pp. of abhirucati" "wished for; liked; agreeable."
abhiruhati	"abhi + ruh + a" "ascends; goes up."
abhiruhi	"aor. of abhiruhati" "ascended; went up."
abhiruyha	"abs. of bhiruhati" "having ascended."
abhirāma	"adj." "pleasant; agreeable."
abhirūhana	"nt." "ascension; climbing; embarking."
abhirūpa	"adj." "lovely; handsome."
abhirūḷha	"pp. of abhiruhati" "ascended; risen up."
abhisaddahati	"abhi + saṁ + dah + a" "believes in."
abhisaddahi	"aor. of abhisaddahati" "believed in."
abhisajjana	"nt." "cleaving; anger."
abhisajjati	"abhi + sad + ya" "is angry; is attached."
abhisajji	"aor. of abhisajjati" "was angry; was attached."
abhisamaya	"m." "realisation; penetration."
abhisambhuni	"aor. of abhisambhunāti" "was able; attained."
abhisambhunāti	"abhi + sambh + uṇā" "is able; attains."
abhisambodhi	"f." "the highest enlightenment."
abhisambuddha	"pp. of abhisambujjhati" "gained the highest wisdom."
abhisambujjhati	"abhi + saṁ + budh + ya" "gains the highest wisdom."
abhisambujjhi	"aor. of abhisambujjhati" "gained the highest wisdom."
abhisamecca	"abs. of abhisameti" "having understood thoroughly."
abhisamesi	"aor. of abhisameti" "attained; realized."
abhisameta	"pp. of abhisameti" "completely realised."
abhisameti	"abhi + saṁ + i + a" "attains; realizes."
abhisametāvī	"adj." "one who possesses complete insight."
abhisamita	"pp. of abhisameti" "completely realised."
abhisammati	"abhi + sam + ya" "ceases; pacifies."
abhisammi	"aor. of abhisammati" "ceased; pacified."
abhisamparāya	"m." "future rebirth; next world."
abhisamācārika	"adj." "belonging to the good conduct."
abhisanda	"m." "outflow; result."
abhisandahi	"aor. of abhisandahati" "jointed; put together."
abhisandana	"nt." "flowing; outcome; result."
abhisandati	"abhi + sand + a" "flows out; oozes."
abhisandi	"aor. of abhisandati" "flowed out; oozed."
abhisapana	"nt." "an oath; cursing."
abhisapati	"abhi + sap + a" "curses; accurses; takes an oath."
abhisatta	"pp. of abhisapati" "accursed."
abhisañcetayita	"nt." "thought out; intended."
abhisañcetesi	"aor. of abhisañceteti" "thought out."
abhisañceteti	"abhi + saṁ + cit + e" "thinks out."
abhisaṅga	"m." "sticking; cleaving."
abhisaṅkharaṇa	"nt." "restoration; arrangement."
abhisaṅkhari	"aor. of abhisaṅkharoti" "restored; arranged; prepared."
abhisaṅkharoti	"abhi + saṁ + kar + o" "restores; arranges; prepares."
abhisaṅkhata	"pp. of abhisaṅkharoti" "prepared; arranged; restored."
abhisaṅkhāra	"m." "accumulation; preparation."
abhisaṭa	"pp. of abhisarati" "visited; approached by."
abhisecana	"nt." "consecration; ablution; sprinkling."
abhiseceti	"caus. of  abhisiñcati" "causes to bring to; causes to offer."
abhiseka	"m." "consecration; ablution; sprinkling."
abhisitta	"pp. of abhisiñcati" "sprinkled over; consecrated."
abhisiñcana	"nt." "consecration; ablution; sprinkling."
abhisiñcati	"abhi + sic + ṁ-a" "sprinkles over; consecrates."
abhisiñci	"aor. of abhisiñcati" "sprinkled over; consecrated."
abhisāpa	"m." "a curse."
abhisārikā	"f." "a courtesan."
abhitapati	"abhi + tap + a" "shines."
abhitapi	"aor. of abhitapati" "shone."
abhitatta	"pp. of abhitapati" "scorched by heat; heated."
abhito	"ind." "round about."
abhitosesi	"aor. of abhitoseti" "pleased thoroughly."
abhitoseti	"abhi + than + a" "pleases thoroughly."
abhitthanati	"abhi + than + a" "thunders."
abhitthani	"aor. of abhitthanati" "thundered."
abhitthanita	"pp. of abhitthanati" "thundered."
abhittharati	"abhi + thar + a" "makes haste."
abhitthari	"aor. of abhittharati" "made haste."
abhitthavana	"nt." "praise."
abhitthavati	"abhi + thar + a" "praises; applauds."
abhitthavi	"aor. of abhitthavati" "praised."
abhitthunati	"abhi + thu + nā" "praises."
abhitthuni	"aor. of abhitthunati" "praised."
abhitthuta	"pp. of abhitthavati" "praised."
abhitudati	"abhi + tud + a" "pierces; pricks; incites."
abhitudi	"aor. of abhitudati" "pierced; pricked; incited."
abhituṇṇa	"pp. of abhitudati" "overwhelmed."
abhitāpa	"m." "extreme heat."
abhitāḷesi	"aor. of abhitāḷeti" "beated; hammered; hit a drum, etc."
abhitāḷeti	"abhi + tāḷ + e" "beats; hammers; hits a drum, etc."
abhitāḷita	"pp. of abhitāḷeti" "beated; hammered; hit a drum, etc."
abhivadati	"abhi + vad + a" "declares."
abhivandati	"abhi + vand + a" "bows down; honours."
abhivandi	"aor. of abhivandati" "bowed down; honoured."
abhivandita	"pp. of abhivandati" "bowed down; honoured."
abhivandiya	"abs. of abhivandati" "having bowed down to."
abhivassati	"abhi + vass + a" "rains over."
abhivassi	"aor. of abhivassati" "rained over."
abhivayi	"aor. of abhivāyati" "blew through."
abhivaḍḍhana	"nt." "growth; increase."
abhivaḍḍhati	"abhi + vaḍḍh + a" "grows; increases; outgrows."
abhivaḍḍhi	"aor. of abhivaḍḍhati" "grew; increased; outgrew. (f.), growth; increase."
abhivaḍḍhita	"pp. of abhivaḍḍhati" "grown; increased; outgrown."
abhivaṇṇesi	"aor. of abhivaṇṇeti" "praised; expounded or explained."
abhivaṇṇeti	"abhi + vaṇṇ + e" "praises; expounds or explains."
abhivaṇṇita	"pp. ofabhivaṇṇeti" "praised; expounded or explained."
abhivaṭṭa	"pp. of abhivassati" "rained upon."
abhivaṭṭha	"pp. of abhivassati" "rained upon."
abhivijini	"aor. of abhivijināti" "conquered."
abhivijināti	"abhi + vi + ji + nā" "conquers."
abhivijita	"pp. of abhivijināti" "conquered."
abhivijiya	"abs. of abhivijināti" "having conquered."
abhivisiṭṭha	"adj." "most excellent."
abhivitaraṇa	"nt." "donation."
abhivuddhi	"f." "growth; increase."
abhivuṭṭha	"pp. of abhivassati" "rained upon."
abhivādana	"nt." "salutation; bowing down." "abhivādanā (f.), salutation; bowing down."
abhivādesi	"aor. of abhivādeti" "bowed down; saluted."
abhivādetabba	"pt.p." "fit to be worshipped or honoured."
abhivādeti	"abhi + vad + e" "bows down; salutes."
abhivādita	"pp. of abhivādeti" "bowed down; saluted."
abhivāyati	"abhi + vā + a" "blows through."
abhiyoga	"m." "observance."
abhiyogī	"m." "one who observes or practises."
abhiyutta	"pp. of abhiyuñjati" "practised; charged (in a law-suit); questioned."
abhiyuñjana	"nt." "trial; practice; observance."
abhiyuñjati	"abhi + yuj + ṁ-a" "practises; charges (in a law-suit); questions."
abhiyuñji	"aor. of abhiyuñjati" "practised; charged (in a law-suit); questioned."
abhiyācana	"nt." "request; entreaty." "abhiyācanā (f.), request; entreaty."
abhiyācati	"abhi + yāc + a" "begs; entreats."
abhiyāci	"aor. of abhiyācati" "begged; entreated."
abhiyācita	"pp. of abhiyācati" "being requested."
abhiyāta	"pp. of abhiyāyi" "gone against."
abhiyāti	"abhi + yā + a" "goes against."
abhiyāyi	"aor. of abhiyāyi" "went against."
abhiñña	"adj." "knowing; possessed of knowledge." "abhiññā (abs. of abhijānāti), having understood well. (f.), special knowledge; supernormal power."
abhiññeyya	"adj." "that which should be well understood."
abhiññāta	"pp. of abhijānāti" "well-known; recognised."
abhiññāya	"abs. of abhijānāti" "having understood well."
abhiññāṇa	"nt." "a special mark."
abhiṇha	"adj." "continuous; habitual."
abhiṇhasannipāta	"m." "meeting often together."
abhiṇhaso	"adv." "always; repeatedly."
abhiṇhaṁ	"adv." "often; repeatedly."
abhojja	"adj." "unfit to be eaten."
abhor	"(n.t) jigacchati; harāyati. (pp.) jigucchita; harāyita."
abhorrence	"(f.) jigucchā; harāyanā."
abhorrent	"(adj.) jigucchājanaka; jigucchaka."
abhāva	"m." "disappearance; absence; non-becoming."
abhāvita	"adj." "not developed; not practised."
abhīru	"adj." "fearless; brave."
abhīruka	"adj." "fearless; brave."
abhīta	"adj." "fearless; brave."
abhūta	"adj." "not real; false. (nt.), falsehood."
abhūtakkhāna	"nt." "a lie."
abhūtavādī	"nt." "a liar."
abide	"(v.t.i.) vasati; viharati; anuvattati. (pp.) vusita; vuttha; anuvattatita."
abide by his promise	"attano paṭiññāya tiṭṭhati."
abiding	"(adj.) ciraṭṭhāyī; thira."
ability	"(nt.) sāmatthiya. (f.) bhabbatā; kallatā."
abject	"(adj.) dīna; hīna; nīca; adhama."
abjection	"(nt.) dīnatta; hīnatta; nīcatta."
abjuration	"(m.) sapatha."
abjure	"(v.t.) sapati; sapathaṁ karoti. (pp.) sapita; katasapatha."
ablative	"(nt.) apādāna, (f.) pañcamī cibhatti."
ablaze	"(adj.) āditta; pajjalita; sajotibhūta."
able	"(adj.) samattha; bhabba; (2.) dakkha; paṭibala; (3.) paṭu; nipuṇa."
able bodied	"(adj.) balavantu."
ablution	"(nt.) pakkhālana; dhovana; sodhana; suddhajala."
abnegate	"(v.t.) paccakkhāti; paṭikkhipati. (pp.) paccakkhāta; paccakkhitta."
abnegation	"(nt.) paccakkhāna. (f.) pahitattatā."
abnormal	"(adj.) pakativiruddha; niyāmapaṭipakkha."
abode	"(m.) nivāsa; nilaya; upassaya. (nt.) nivesana; niketana."
abode of a king	"(nt.) rājabhavana; rājamandira."
abode of heretics	"(m.) titthiyārāma."
abode of monks	"(m.) vihāra; saṅghārāma."
abolish	"(v.t.) ucchindqati; vināseti; niddhamati; vyantīkaroti. (pp.) ucchinna; vināsita; niddhanta; vyantīkata."
abolition	"(m.) samuccheda; samugghāta. (nt.) niddhamana; samūhanana."
abominable	"(adj.) jeguccha; paṭikkūla."
abominate	"(v.t.) jigucchati. (pp.) jigucchita."
abomination	"(f.) jigucchā; aṭṭīyanā; harāyanā."
aboriginal	"(adj.) ādikappika; adikālika."
aborigines	"(m.; plu.) ādikālikā."
abortion	"(nt.) gabbhapātana; nipphalīkaraṇa."
abortive	"(adj.) gabbhapātaka; vañjhabhāvapāpaka."
abound	"(v.i.) bahulībhavati. (pp.) bahulībhūta."
abounding (with)	"aḍḍha; sampanna; bahula."
about	"(prep.; adv.) parito."
about a week	"(adv.) sattāhamattaṁ."
about to die	"(adj.) maraṇāsanna."
above	"(adv.; prep.) upari; uddhaṁ."
above calculation	"(adj.) saṅkhyātiga; pamāṇātikkanta."
abovesaid	"(adj.) yathāvutta."
abrasion	"(nt.) ghaṁsana; ghaṁsitaṭṭhāna."
abravi	"aor. of brūti" "sayed; spoke."
abreast	"(adv.) samasamaṁ, anūnānadhikaṁ; urena uram āhacca."
abridge	"(v.t.) saṅkhipati; saṁharati. (pp.) saṅkhitta; saṁhaṭa."
abridgement	"(m.) saṅkhepa; saṅgaha. (nt.) saṁharaṇa."
abroad	"(adv.) vitthatākārena; bahi; videse."
